Date,Open,High,Low,Close,Volume
2018-04-09,4.1878,4.1878,3.9849,4.1733,3175
2018-04-10,4.1443,4.2022,3.9994,4.2022,18379
2018-04-11,4.1153,4.2022,4.0718,4.2022,9269
2018-04-12,4.1878,4.1878,4.1878,4.1878,1997
2018-04-16,4.1878,4.1878,4.1878,4.1878,1832
2018-04-17,4.0718,4.2167,4.0718,4.2167,14617
2018-04-18,4.1153,4.1153,4.0718,4.0718,5100
2018-04-19,4.0718,4.0718,4.0718,4.0718,64015
2018-04-20,4.1733,4.1878,4.0718,4.1299,5328
2018-04-23,4.0718,4.1588,4.0718,4.1588,10620
2018-04-24,4.1443,4.2313,4.1443,4.2313,13350
2018-04-25,4.6369,4.8253,4.5645,4.7818,181800
2018-04-26,4.7239,4.9268,4.7239,4.8397,42261
2018-04-27,4.7818,4.8397,4.695,4.8397,15555
2018-04-30,4.8397,4.8544,4.6369,4.7095,24476
2018-05-02,4.7095,4.8397,4.6804,4.7818,14673
2018-05-04,4.8978,4.8978,4.6515,4.6804,11259
2018-05-07,4.8253,4.8253,4.7095,4.7674,146588
2018-05-08,4.8253,4.8253,4.7095,4.7818,2396
2018-05-09,4.7818,4.7818,4.5645,4.7529,7312
2018-05-10,4.7095,4.7818,4.6225,4.7674,15629
2018-05-11,4.7529,4.7529,4.7529,4.7529,275
2018-05-14,4.7674,4.7674,3.8834,4.3182,192707
2018-05-15,4.3471,4.4196,4.0718,4.1299,24505
2018-05-16,4.1008,4.1443,3.9994,3.9994,7089
2018-05-17,3.9994,4.1588,3.9994,4.1588,29095
2018-05-18,4.1588,4.2167,3.9994,4.0284,46323
2018-05-21,3.8689,4.2022,3.8545,4.1299,16622
2018-05-22,4.1299,4.2022,4.0574,4.2022,17378
2018-05-23,4.3327,4.4196,4.0284,4.2313,34009
2018-05-28,4.1299,4.2602,4.0284,4.2602,36898
2018-05-29,4.0284,4.2022,4.0284,4.2022,15637
2018-05-30,4.0718,4.2602,4.0284,4.2602,106748
2018-06-01,4.2602,4.2602,4.0574,4.1588,992
2018-06-04,4.1588,4.1588,4.0574,4.0574,4778
2018-06-05,4.0574,4.2022,4.0574,4.2022,2876
2018-06-06,4.1878,4.1878,4.0284,4.1443,2325
2018-06-07,4.1443,4.1878,4.1443,4.1878,1381
2018-06-08,4.1878,4.1878,4.1878,4.1878,88
2018-06-11,4.0574,4.1878,4.0574,4.1878,249
2018-06-12,4.0718,4.1733,4.0284,4.1443,5472
2018-06-13,4.1299,4.1588,4.1299,4.1299,2403
2018-06-14,4.0429,4.0429,3.7241,4.0138,38733
2018-06-15,3.811,3.9849,3.7676,3.9849,16792
2018-06-18,3.9849,3.9849,3.9124,3.9849,951
2018-06-19,3.84,3.9704,3.84,3.8979,17669
2018-06-20,3.84,3.9124,3.84,3.9124,88
2018-06-21,3.7821,3.8979,3.7821,3.8979,1205
2018-06-22,3.7821,3.8979,3.7385,3.8689,3408
2018-06-25,3.7821,3.8979,3.7385,3.8979,9641
2018-06-26,3.9124,3.9124,3.753,3.8545,3781
2018-06-27,3.753,3.8979,3.7385,3.8979,2878
2018-06-28,3.8979,3.8979,3.7385,3.84,2548
2018-06-29,3.84,4.2022,3.84,3.9704,22351
2018-07-02,3.84,3.84,3.7965,3.8255,5646
2018-07-03,3.753,3.7965,3.753,3.7821,2435
2018-07-04,3.7965,3.7965,3.7385,3.7676,84681
2018-07-05,3.9269,3.9269,3.9269,3.9269,139
2018-07-06,3.8979,3.9849,3.8979,3.9559,1639
2018-07-09,3.9559,3.9559,3.9559,3.9559,251
2018-07-10,3.8979,3.9414,3.7965,3.9124,3525
2018-07-11,3.7965,3.9124,3.753,3.8834,6399
2018-07-12,3.8834,3.8834,3.8834,3.8834,275
2018-07-16,3.9704,4.2746,3.9704,4.0574,139943
2018-07-17,4.1299,4.1443,4.0863,4.1299,9971
2018-07-18,4.1588,4.1588,4.0284,4.1008,67355
2018-07-19,4.0284,4.1008,3.7385,4.0138,5916
2018-07-20,3.84,4.0138,3.84,4.0138,213
2018-07-23,4.0138,4.0429,3.8545,4.0429,1854
2018-07-24,4.0429,4.1008,3.8545,4.0574,11436
2018-07-25,4.0574,4.1008,4.0574,4.1008,1062
2018-07-26,4.1153,4.4196,4.1153,4.4051,14502
2018-07-27,4.6369,4.6369,4.3182,4.4051,11874
2018-07-30,4.3182,4.492,4.3182,4.4486,5455
2018-07-31,4.4196,4.4196,4.2892,4.4051,7008
2018-08-01,4.4051,4.4051,4.3761,4.4051,3073
2018-08-02,4.3616,4.3616,4.2458,4.2746,5780
2018-08-03,4.3037,4.3037,4.2746,4.3037,5303
2018-08-06,4.6225,4.6369,4.492,4.5645,141055
2018-08-07,4.5645,4.5645,4.5066,4.5211,9274
2018-08-08,4.5499,4.5499,4.4631,4.5066,19922
2018-08-09,4.5211,4.5645,4.492,4.5499,6805
2018-08-10,4.5499,4.5499,4.4775,4.4775,26106
2018-08-13,4.4775,4.4775,4.3471,4.4775,4940
2018-08-14,4.5499,4.5499,4.4196,4.5499,4780
2018-08-16,4.5356,4.5356,4.3471,4.5066,6413
2018-08-17,4.5211,4.5211,4.5211,4.5211,17
2018-08-20,4.492,4.492,4.3761,4.492,2027
2018-08-21,4.3761,4.5211,4.2892,4.5211,6007
2018-08-22,4.5211,4.5211,4.4051,4.5066,2029
2018-08-23,4.5645,4.7095,4.4341,4.579,41047
2018-08-24,4.6369,4.6369,4.492,4.6079,4465
2018-08-27,4.6079,4.6079,4.492,4.5645,10691
2018-08-28,4.6079,4.6225,4.4341,4.579,9993
2018-08-29,4.5936,4.5936,4.4631,4.5645,8029
2018-08-30,4.492,4.6079,4.492,4.5499,4168
2018-08-31,4.4486,4.5356,4.3037,4.3037,64383
2018-09-03,4.2746,4.2746,3.9124,4.2167,49656
2018-09-04,4.2022,4.2022,3.9849,4.0574,6880
2018-09-05,4.0574,4.0863,3.9269,4.0574,2864
2018-09-06,4.0429,4.0574,3.9124,4.0574,14747
2018-09-07,3.8255,3.9124,3.7965,3.8255,27832
2018-09-10,3.8255,4.1153,3.8255,4.1153,13032
2018-09-11,4.1153,4.1153,3.9124,4.1008,2021
2018-09-12,4.0429,4.1153,3.9124,4.0284,2358
2018-09-13,4.0284,4.0284,3.9559,4.0138,1876
2018-09-14,4.0284,4.0284,3.9124,4.0284,1414
2018-09-17,3.9849,3.9849,3.9704,3.9849,2259
2018-09-18,3.9704,4.0574,3.6226,3.7821,41465
2018-09-19,3.7821,4.1153,3.4197,3.6226,96638
2018-09-20,3.6226,3.6226,3.5502,3.6226,845
2018-09-21,3.6226,3.6226,3.5502,3.5502,3755
2018-09-24,3.5502,3.5502,3.2096,3.4777,50884
2018-09-25,3.2604,3.4488,3.2313,3.2604,13860
2018-09-26,3.2604,3.4488,3.246,3.2821,9965
2018-09-27,3.2604,3.3327,3.2313,3.246,30959
2018-09-28,3.246,3.4053,3.0285,3.0285,15370
2018-10-01,2.9851,3.1082,2.9851,3.0141,32031
2018-10-02,3.0575,3.072,2.9851,3.0141,24965
2018-10-03,3.0068,3.0357,3.0068,3.0357,2144
2018-10-04,3.043,3.0937,2.9923,2.9923,90319
2018-10-05,2.9995,3.072,2.9851,2.9851,24024
2018-10-08,3.101,3.1806,2.9995,3.0865,97236
2018-10-09,3.0865,3.369,3.072,3.3618,65475
2018-10-10,3.4197,3.6516,3.369,3.4777,68896
2018-10-11,3.3835,3.4632,3.2966,3.3401,62542
2018-10-12,3.5429,3.5429,3.3256,3.4053,139327
2018-10-15,3.4053,3.4922,3.3327,3.4488,100646
2018-10-16,3.5502,3.5502,3.4053,3.5502,319072
2018-10-17,3.5502,3.6226,3.514,3.6081,134419
2018-10-18,3.6081,3.6806,3.5792,3.6226,212852
2018-10-19,3.6806,3.695,3.5575,3.6155,9509
2018-10-22,3.6155,3.6155,3.4995,3.5285,10774
2018-10-23,3.5429,3.5429,3.3763,3.4849,12436
2018-10-24,3.4053,3.4777,3.3835,3.4777,3316
2018-10-25,3.3981,3.4777,3.3908,3.4777,841
2018-10-26,3.4632,3.4777,3.4126,3.4777,6583
2018-10-29,3.4777,3.6226,3.4777,3.6226,8542
2018-10-30,3.6155,3.6226,3.5502,3.5502,8775
2018-10-31,3.5647,3.6081,3.369,3.369,20356
2018-11-02,3.5356,3.5356,3.3763,3.4415,8815
2018-11-05,3.4705,3.4777,3.4415,3.4705,4672
2018-11-06,3.4777,3.4777,3.4053,3.4053,12854
2018-11-07,3.4053,3.4053,3.2966,3.2966,14101
2018-11-08,3.3327,3.3327,3.072,3.1806,14464
2018-11-09,3.188,3.4705,3.188,3.3184,73928
2018-11-13,3.3618,3.4197,3.2676,3.4053,15196
2018-11-14,3.4342,3.5502,3.4342,3.5502,25530
2018-11-15,3.5429,3.5429,3.369,3.5429,1156
2018-11-16,3.5285,3.5429,3.4777,3.5356,23906
2018-11-19,3.5356,3.5356,3.4777,3.5356,9927
2018-11-20,3.4849,3.6008,3.4777,3.5356,14129
2018-11-21,3.4126,3.5285,3.4053,3.5212,7010
2018-11-22,3.5212,3.5212,3.5212,3.5212,295
2018-11-23,3.514,3.5356,3.514,3.5356,5203
2018-11-26,3.5356,3.5356,3.4488,3.514,2679
2018-11-27,3.4342,3.5502,3.4053,3.4995,9286
2018-11-28,3.4995,3.5067,3.4995,3.5067,1243
2018-11-29,3.4705,3.5575,3.4342,3.5502,3208
2018-11-30,3.5575,3.5575,3.4053,3.4053,4977
2018-12-03,3.4053,3.5285,3.3618,3.514,9382
2018-12-04,3.427,3.4995,3.427,3.4995,542
2018-12-05,3.4995,3.5937,3.4995,3.5502,1488
2018-12-06,3.514,3.7241,3.5067,3.6008,7085
2018-12-07,3.6081,3.6081,3.4849,3.5575,5411
2018-12-10,3.5886,3.5886,3.4404,3.5107,12008
2018-12-11,3.5107,3.5107,3.5107,3.5107,1478
2018-12-12,3.5886,3.5886,3.573,3.5886,12480
2018-12-13,3.6588,3.6823,3.5107,3.6823,5005
2018-12-14,3.6744,3.6823,3.6744,3.6823,6985
2018-12-17,3.6121,3.6511,3.5886,3.6511,11537
2018-12-18,3.5886,3.6121,3.5497,3.5886,16581
2018-12-19,3.5886,3.6121,3.5497,3.5497,6385
2018-12-20,3.5497,3.5497,3.456,3.4716,11820
2018-12-21,3.4716,3.4716,3.3624,3.4325,15223
2018-12-27,3.3858,3.4638,3.3547,3.3935,7896
2018-12-28,3.4482,3.4482,3.3935,3.4325,5553
2019-01-02,3.4716,3.4716,3.4716,3.4716,2746
2019-01-03,3.5107,3.5107,3.5107,3.5107,818
2019-01-04,3.456,3.456,3.4404,3.4404,601
2019-01-07,3.4482,3.5497,3.4482,3.4873,3038
2019-01-08,3.4716,3.5808,3.4716,3.5808,2756
2019-01-09,3.5262,3.5886,3.5262,3.5886,6767
2019-01-10,3.5419,3.5886,3.5419,3.5886,936
2019-01-11,3.5886,3.5886,3.5886,3.5886,43570
2019-01-14,3.6276,3.6276,3.4716,3.5652,5149
2019-01-15,3.495,3.573,3.4873,3.495,5651
2019-01-16,3.5262,3.534,3.495,3.495,4556
2019-01-17,3.573,3.6511,3.573,3.6511,30355
2019-01-18,3.6354,3.6354,3.573,3.573,1384
2019-01-21,3.573,3.5886,3.573,3.5886,385
2019-01-22,3.573,3.5808,3.4716,3.5419,8465
2019-01-23,3.5419,3.5419,3.4873,3.534,2127
2019-01-24,3.4794,3.5419,3.456,3.5419,2449
2019-01-25,3.534,3.534,3.5107,3.5107,2884
2019-01-28,3.5107,3.5107,3.4873,3.4873,4769
2019-01-29,3.4873,3.5107,3.4873,3.495,4986
2019-01-30,3.495,3.495,3.1907,3.3078,47688
2019-01-31,3.3547,3.4247,3.1985,3.4247,10452
2019-02-01,3.4247,3.4482,3.4247,3.4482,1634
2019-02-04,3.4716,3.5886,3.4716,3.5497,1744
2019-02-05,3.495,3.495,3.2766,3.4014,9762
2019-02-06,3.4092,3.5028,3.4092,3.4716,5160
2019-02-07,3.4325,3.456,3.4014,3.456,10340
2019-02-08,3.4873,3.495,3.4873,3.4873,2327
2019-02-11,3.3702,3.4716,3.3547,3.3935,35638
2019-02-12,3.3702,3.3702,3.3,3.3702,4295
2019-02-13,3.3234,3.4404,3.3234,3.4247,23082
2019-02-14,3.417,3.4247,3.3858,3.4247,6618
2019-02-15,3.4247,3.4247,3.4247,3.4247,5202
2019-02-18,3.417,3.573,3.4092,3.573,3500
2019-02-19,3.5107,3.5262,3.4014,3.4325,9341
2019-02-20,3.5028,3.5107,3.4014,3.4014,11216
2019-02-21,3.4014,3.4014,3.3547,3.3547,6068
2019-02-22,3.456,3.456,3.339,3.4325,1688
2019-02-25,3.339,3.3469,3.2766,3.3469,12197
2019-02-26,3.3547,3.3935,3.3,3.3,6117
2019-02-27,3.3078,3.4325,3.3078,3.3935,5679
2019-02-28,3.3234,3.3547,3.3156,3.3547,1408
2019-03-01,3.3156,3.3624,3.3156,3.339,15898
2019-03-04,3.339,3.3935,3.3234,3.3858,4997
2019-03-05,3.3312,3.3547,3.3312,3.3547,5017
2019-03-06,3.3312,3.3469,3.3078,3.3469,3975
2019-03-07,3.3,3.3234,3.3,3.3078,19298
2019-03-08,3.2921,3.2921,3.2766,3.2766,4248
2019-03-11,3.3156,3.3156,3.2921,3.3,7486
2019-03-12,3.3,3.3156,3.3,3.3,719
2019-03-13,3.3,3.3,3.3,3.3,385
2019-03-14,3.3,3.3156,3.3,3.3156,1201
2019-03-15,3.3156,3.4325,3.2844,3.3935,86045
2019-03-18,3.4014,3.4014,3.1362,3.1596,86685
2019-03-19,3.1985,3.1985,3.1985,3.1985,14680
2019-03-20,3.1985,3.1985,2.9645,3.1518,45101
2019-03-21,3.1985,3.1985,3.1829,3.1985,4923
2019-03-22,3.0815,3.1907,3.0815,3.1206,11482
2019-03-25,3.2064,3.2064,3.1985,3.1985,2660
2019-03-26,3.1673,3.1985,3.144,3.1985,2779
2019-03-27,3.1518,3.1596,3.0815,3.1362,10310
2019-03-28,3.1829,3.1829,3.1206,3.1206,2523
2019-03-29,3.1596,3.1596,3.1206,3.1518,642
2019-04-01,3.1206,3.144,3.066,3.0815,2395
2019-04-02,3.0894,3.1206,3.0894,3.105,1590
2019-04-03,3.105,3.1751,3.105,3.1518,6199
2019-04-04,3.1518,3.1518,3.144,3.144,1443
2019-04-05,3.144,3.144,3.1206,3.144,7359
2019-04-08,3.1283,3.144,3.1206,3.1206,2459
2019-04-09,3.1206,3.1206,3.0425,3.0425,13254
2019-04-10,3.0425,3.0425,3.0269,3.0269,35403
2019-04-11,3.0269,3.0269,2.9957,3.0035,12217
2019-04-12,3.0035,3.0269,2.9879,3.0269,29245
2019-04-15,2.9801,3.1128,2.9801,3.1128,4366
2019-04-16,3.0504,3.1518,3.0504,3.1206,6857
2019-04-17,3.1518,3.1518,3.1206,3.144,6280
2019-04-18,3.1518,3.1751,3.144,3.144,6978
2019-04-23,3.1596,3.1985,3.1596,3.1907,7724
2019-04-24,3.2477,3.2477,3.1826,3.2477,2818
2019-04-25,3.2558,3.2558,3.2477,3.2477,1463
2019-04-26,3.1989,3.1989,3.0931,3.1337,16902
2019-04-29,3.1337,3.1337,3.1337,3.1337,500
2019-04-30,3.1093,3.1663,3.1093,3.1337,2031
2019-05-06,3.0931,3.1745,3.0931,3.1745,16665
2019-05-07,3.0687,3.0687,3.0687,3.0687,589
2019-05-08,3.0605,3.0768,3.0605,3.0768,521
2019-05-09,3.0443,3.0931,3.0443,3.0931,17201
2019-05-10,3.0361,3.1745,3.0361,3.1013,5528
2019-05-13,3.1663,3.1663,3.0931,3.0931,811
2019-05-15,3.0931,3.0931,3.0931,3.0931,3686
2019-05-16,3.0524,3.1745,3.0443,3.0931,7135
2019-05-17,3.0931,3.1501,3.0524,3.1501,859
2019-05-20,3.0524,3.0931,3.0524,3.0931,445
2019-05-21,3.0931,3.0931,3.0931,3.0931,1264
2019-05-22,3.0443,3.0849,2.9466,3.0035,5178
2019-05-23,3.1826,3.1826,3.0117,3.0117,436
2019-05-24,3.0117,3.0117,3.0117,3.0117,123
2019-05-27,3.0035,3.1093,3.0035,3.1093,3840
2019-05-28,3.0117,3.0849,2.971,3.0849,1688
2019-05-29,3.0117,3.0524,2.9791,3.0117,18205
2019-05-30,3.0361,3.1337,3.0117,3.1337,12878
2019-05-31,3.0931,3.2558,3.0524,3.2558,40269
2019-06-03,3.2152,3.2152,3.2152,3.2152,2458
2019-06-04,3.2397,3.2397,3.2397,3.2397,246
2019-06-06,3.2152,3.2152,3.1013,3.1175,472
2019-06-07,3.2152,3.2152,3.1013,3.1337,1536
2019-06-10,3.1337,3.1907,3.1337,3.1907,2854
2019-06-11,3.1989,3.1989,3.1989,3.1989,351
2019-06-13,3.1745,3.1745,3.1745,3.1745,123
2019-06-14,3.1337,3.1337,3.0199,3.1093,4082
2019-06-17,3.1093,3.1337,3.0687,3.0687,31783
2019-06-18,3.0279,3.0279,2.7349,2.7919,13442
2019-06-19,3.0035,3.0035,2.8489,2.9547,6728
2019-06-21,2.8327,3.0199,2.8327,2.9872,886
2019-06-24,2.8245,2.971,2.8245,2.9303,3787
2019-06-25,2.8489,2.9384,2.8489,2.9384,5049
2019-06-26,2.9303,2.9303,2.7675,2.8407,84644
2019-06-27,2.971,2.971,2.8896,2.9303,89152
2019-06-28,2.9303,3.0279,2.8896,3.0279,12900
2019-07-01,2.9466,3.0931,2.9303,3.0931,1772
2019-07-02,3.0931,3.0931,3.0931,3.0931,614
2019-07-03,3.0117,3.0117,3.0117,3.0117,614
2019-07-04,3.0117,3.0605,2.8489,3.0605,5085
2019-07-05,2.9059,2.9059,2.9059,2.9059,297
2019-07-08,2.8733,2.9303,2.8733,2.9303,1414
2019-07-09,2.9303,2.9303,2.9303,2.9303,235
2019-07-10,2.9303,3.0279,2.9303,3.0279,491
2019-07-11,2.8896,2.9303,2.8896,2.8977,1236
2019-07-12,3.0524,3.0524,3.0524,3.0524,246
2019-07-15,2.914,3.0524,2.8489,3.0524,18741
2019-07-16,3.0443,3.0443,3.0443,3.0443,59
2019-07-18,2.9466,3.0117,2.9466,3.0117,827
2019-07-19,2.9466,2.9955,2.9466,2.971,2814
2019-07-22,2.9384,2.9384,2.8896,2.9059,503
2019-07-23,2.9059,2.9059,2.9059,2.9059,1598
2019-07-24,2.8896,2.9059,2.8001,2.8001,7317
2019-07-25,2.8489,2.9628,2.8489,2.9628,24954
2019-07-26,2.8651,2.8651,2.8651,2.8651,246
2019-07-29,2.9628,2.9628,2.8082,2.8082,3047
2019-07-30,2.9466,2.9466,2.9466,2.9466,1370
2019-07-31,2.9547,2.9955,2.9547,2.9955,1397
2019-08-01,3.0768,3.0768,2.9303,2.9303,10149
2019-08-02,2.9384,3.0279,2.9303,3.0279,6161
2019-08-05,3.0443,3.0443,2.9384,2.9384,1016
2019-08-06,2.9466,2.9466,2.9466,2.9466,25
2019-08-07,2.9384,2.9384,2.9303,2.9303,27090
2019-08-08,2.8327,2.9221,2.8327,2.8896,6627
2019-08-09,2.8896,2.8896,2.8896,2.8896,29
2019-08-12,2.9791,2.9791,2.9791,2.9791,117
2019-08-13,2.9791,2.9791,2.9221,2.9221,627
2019-08-16,2.9628,2.9628,2.9628,2.9628,290
2019-08-20,2.8327,3.0035,2.8327,3.0035,5193
2019-08-21,2.8571,2.9955,2.7757,2.9955,9692
2019-08-22,2.9791,2.9791,2.9791,2.9791,12
2019-08-23,2.8163,2.971,2.8082,2.8407,7537
2019-08-26,2.8896,2.8896,2.7105,2.7675,16218
2019-08-27,2.7675,2.8163,2.7675,2.8163,172
2019-08-28,2.7675,2.8327,2.7675,2.7675,417
2019-08-29,2.7268,2.8163,2.7268,2.8163,1253
2019-08-30,2.8001,2.8001,2.8001,2.8001,1474
2019-09-02,2.8163,2.8163,2.8163,2.8163,246
2019-09-03,2.6942,2.6942,2.6861,2.6861,1598
2019-09-04,2.6698,2.7593,2.564,2.7593,11274
2019-09-05,2.7675,2.7675,2.6047,2.7431,34801
2019-09-06,2.7431,2.7431,2.7431,2.7431,80
2019-09-09,2.7593,2.7675,2.7593,2.7675,503
2019-09-10,2.5233,2.6047,2.4907,2.5965,45190
2019-09-11,2.6047,2.6047,2.6047,2.6047,945
2019-09-12,2.5233,2.6047,2.5233,2.6047,1092
2019-09-13,2.6047,2.6047,2.5151,2.5721,617
2019-09-16,2.5151,2.5885,2.5071,2.5885,1647
2019-09-17,2.5965,2.5965,2.5965,2.5965,1
2019-09-18,2.5885,2.5965,2.4419,2.4419,45182
2019-09-19,2.45,2.5559,2.3687,2.5559,10324
2019-09-20,2.4582,2.5885,2.4582,2.5885,5119
2019-09-23,2.5885,2.5885,2.4582,2.5803,7995
2019-09-24,2.4663,2.5721,2.4663,2.5721,498
2019-09-25,2.5559,2.5559,2.5559,2.5559,1
2019-09-27,2.4745,2.5395,2.4745,2.5395,3230
2019-09-30,2.5395,2.5559,2.5395,2.5559,129
2019-10-01,2.5233,2.5233,2.4745,2.5151,8292
2019-10-02,2.5559,2.5803,2.4745,2.5803,6558
2019-10-03,2.5233,2.5559,2.4826,2.5559,1394
2019-10-04,2.6617,2.6617,2.5315,2.5315,2597
2019-10-07,2.5315,2.5721,2.4826,2.564,5591
2019-10-08,2.564,2.564,2.4663,2.5071,13542
2019-10-09,2.6373,2.6373,2.6047,2.6047,9
2019-10-10,2.6209,2.6209,2.4745,2.5233,204
2019-10-11,2.6209,2.6209,2.4907,2.5965,12550
2019-10-14,2.5965,2.5965,2.4989,2.5071,135
2019-10-15,2.5885,2.5885,2.5233,2.5233,662
2019-10-16,2.5315,2.5885,2.5315,2.564,554
2019-10-17,2.5885,2.5885,2.564,2.564,322
2019-10-18,2.5885,2.5885,2.564,2.564,2728
2019-10-21,2.564,2.6617,2.4826,2.6047,27032
2019-10-22,2.6454,2.6454,2.5803,2.6291,5237
2019-10-23,2.5885,2.6454,2.5803,2.6129,1449
2019-10-24,2.6291,2.6373,2.5721,2.5885,5111
2019-10-25,2.5885,2.6535,2.564,2.6373,16770
2019-10-28,2.8651,2.9547,2.7757,2.8245,24448
2019-10-29,2.9059,3.0768,2.8407,2.8489,8251
2019-10-30,2.8489,2.8489,2.8163,2.8163,1786
2019-10-31,2.8489,2.8489,2.8489,2.8489,64
2019-11-04,2.8489,2.8489,2.8407,2.8407,928
2019-11-05,2.9221,2.9221,2.7837,2.8327,1097
2019-11-06,2.9221,2.9221,2.8733,2.8733,4309
2019-11-07,2.8489,2.8489,2.8001,2.8489,863
2019-11-08,2.8489,2.8489,2.7837,2.8489,264
2019-11-12,2.8489,2.8489,2.8327,2.8489,2897
2019-11-13,2.8489,2.8489,2.8489,2.8489,2
2019-11-14,2.8489,2.8489,2.8489,2.8489,2
2019-11-15,2.8082,2.8489,2.7837,2.8489,1024
2019-11-18,2.8489,2.8489,2.8407,2.8489,6086
2019-11-19,2.8489,2.8489,2.8407,2.8407,192
2019-11-20,2.8896,2.8896,2.8489,2.8489,1283
2019-11-21,2.8407,2.8407,2.8407,2.8407,2
2019-11-22,2.8407,2.8407,2.7757,2.8001,2570
2019-11-25,2.7675,2.8082,2.7675,2.8082,177
2019-11-26,2.8327,2.8327,2.7675,2.7675,437
2019-11-27,2.8327,2.8327,2.8327,2.8327,2
2019-11-28,2.8327,2.8327,2.8082,2.8082,155
2019-11-29,2.8327,3.0117,2.7186,2.8896,60580
2019-12-02,2.8896,3.0117,2.8896,2.9466,18241
2019-12-03,3.1745,3.1745,2.9221,3.0605,376
2019-12-04,3.0931,3.0931,2.8571,2.9221,5712
2019-12-05,2.8571,2.9221,2.8571,2.9221,495
2019-12-06,3.0035,3.0035,2.8571,2.8571,533
2019-12-09,2.8733,3.1257,2.8651,3.1257,3627
2019-12-10,2.8896,2.9547,2.8896,2.9547,1131
2019-12-11,3.0849,3.0849,2.9303,2.971,1191
2019-12-12,3.0849,3.0849,2.8977,3.0035,1438
2019-12-13,3.0849,3.0849,2.8733,3.0524,4182
2019-12-16,3.0524,3.0849,3.0524,3.0849,8
2019-12-17,3.0849,3.0849,2.9303,3.0849,2210
2019-12-18,3.0849,3.0849,3.0849,3.0849,2
2019-12-19,3.0849,3.0849,2.9466,3.0605,6542
2019-12-20,3.0117,3.0117,2.9466,3.0035,371
2019-12-23,2.9466,3.0035,2.9303,2.9955,3128
2019-12-27,2.9955,3.1419,2.9955,3.1419,6191
2019-12-30,3.1501,3.3535,3.0931,3.2152,42710
2020-01-02,3.2152,3.3373,3.2152,3.2152,20277
2020-01-03,3.2558,3.2721,3.1093,3.1093,4436
2020-01-07,3.1093,3.2965,3.1093,3.2965,509
2020-01-08,3.321,3.321,3.0931,3.1175,8251
2020-01-09,3.1989,3.2641,3.1989,3.2152,1432
2020-01-10,3.2152,3.2152,3.1013,3.1013,7067
2020-01-13,3.1013,3.1826,3.0931,3.0931,958
2020-01-14,3.207,3.207,3.0687,3.0931,60677
2020-01-15,3.207,3.207,3.0117,3.0687,3919
2020-01-16,3.1907,3.1907,3.0279,3.0279,1843
2020-01-17,3.0199,3.0931,3.0117,3.0117,36193
2020-01-20,3.1419,3.1419,2.9547,2.9628,10359
2020-01-21,2.9628,3.0035,2.9303,2.9628,5865
2020-01-22,3.1582,3.1907,3.0117,3.0117,1238
2020-01-23,3.0605,3.1337,2.9628,3.0931,91918
2020-01-24,3.0931,3.1745,3.0279,3.1663,72479
2020-01-27,3.1663,3.1663,2.971,3.1663,55972
2020-01-28,3.1745,3.1745,2.9872,3.1663,70179
2020-01-29,3.1663,3.1663,2.9872,3.1093,199455
2020-01-30,3.1013,3.1013,2.9955,3.0035,41606
2020-01-31,3.0035,3.0524,2.9791,2.9791,75560
2020-02-03,3.0443,3.0443,2.9791,3.0279,6077
2020-02-04,3.4593,3.5571,3.3779,3.4512,1295774
2020-02-05,3.4512,3.4512,3.3291,3.4187,441514
2020-02-06,3.4187,3.4512,3.3699,3.4187,78442
2020-02-07,3.4512,3.4512,3.2885,3.2965,120683
2020-02-10,3.3047,3.3779,3.3047,3.3047,113736
2020-02-11,3.3454,3.3779,3.2885,3.2965,91717
2020-02-12,3.3129,3.3129,3.2233,3.2233,74315
2020-02-13,3.2233,3.2965,3.207,3.2314,62272
2020-02-14,3.2314,3.2558,3.1419,3.1745,79665
2020-02-17,3.2477,3.2477,3.1337,3.1745,119611
2020-02-18,3.1745,3.2558,3.1419,3.1907,49554
2020-02-19,3.1907,3.2152,3.1582,3.1582,120559
2020-02-20,3.2233,3.4187,3.1826,3.3291,441030
2020-02-21,3.3699,3.3699,3.2965,3.3373,74531
2020-02-24,3.3617,3.3699,3.1745,3.2558,232662
2020-02-25,3.2477,3.2477,3.0931,3.1826,103362
2020-02-26,3.2233,3.321,3.1257,3.321,45340
2020-02-27,3.3617,3.3617,3.2233,3.2558,33875
2020-02-28,3.1745,3.3535,3.1013,3.2965,84893
2020-03-02,3.3454,3.4593,3.3454,3.3779,53489
2020-03-03,3.4187,3.4187,3.3047,3.3047,122616
2020-03-04,3.3047,3.3373,3.2152,3.2477,53667
2020-03-05,3.2477,3.3373,3.2477,3.2803,29144
2020-03-06,3.321,3.321,3.2152,3.2641,22263
2020-03-09,3.1745,3.1989,2.8651,3.1337,102481
2020-03-10,3.1745,3.207,3.0361,3.1582,21271
2020-03-11,3.1582,3.1989,2.9303,3.0849,46576
2020-03-12,3.0687,3.0687,2.7675,2.8245,130798
2020-03-13,2.8489,3.0768,2.8489,3.0117,56127
2020-03-16,3.0524,3.0524,2.8896,3.0117,33183
2020-03-17,3.0524,3.2477,2.9628,2.9628,122148
2020-03-18,3.0117,3.1501,3.0117,3.0524,98238
2020-03-19,3.1419,3.2397,3.1093,3.2397,41611
2020-03-20,3.3373,3.3373,3.1337,3.2233,83260
2020-03-23,3.207,3.207,3.0931,3.207,22146
